,amount,feature_selector,result,split
573,0.6,kthPercentile50,0.7485029940119761,9
574,0.6,LinearSVC L1,0.7664670658682635,9
575,0.6,PCA,0.7844311377245509,9
576,0.7000000000000001,None,0.7964071856287425,9
577,0.7000000000000001,kthPercentile10,0.7425149700598802,9
578,0.7000000000000001,kthPercentile25,0.7544910179640718,9
579,0.7000000000000001,kthPercentile50,0.7604790419161677,9
580,0.7000000000000001,LinearSVC L1,0.7904191616766467,9
581,0.7000000000000001,PCA,0.8023952095808383,9
582,0.8,None,0.7844311377245509,9
583,0.8,kthPercentile10,0.7544910179640718,9
584,0.8,kthPercentile25,0.7425149700598802,9
585,0.8,kthPercentile50,0.7485029940119761,9
586,0.8,LinearSVC L1,0.7904191616766467,9
587,0.8,PCA,0.7784431137724551,9
588,0.9,None,0.7844311377245509,9
589,0.9,kthPercentile10,0.8023952095808383,9
590,0.9,kthPercentile25,0.7724550898203593,9
591,0.9,kthPercentile50,0.7664670658682635,9
592,0.9,LinearSVC L1,0.7964071856287425,9
593,0.9,PCA,0.7784431137724551,9
594,1.0,None,0.8023952095808383,9
595,1.0,kthPercentile10,0.8263473053892215,9
596,1.0,kthPercentile25,0.7784431137724551,9
597,1.0,kthPercentile50,0.7485029940119761,9
598,1.0,LinearSVC L1,0.7904191616766467,9
599,1.0,PCA,0.8023952095808383,9
